alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a877,polish_research_units_hs,HS,0.43473560940455813,0.5712638388309452,0.0075903356852683335,0.89,Cl3,3
a878,polish_research_units_hs,HS,0.42698855958922616,0.5197505520019443,0.005238400684199273,0.38,Cl3,3
a879,polish_research_units_hs,HS,0.8818124493288892,0.277650514253802,0.026940346375881975,0.96,Cl4,4
a880,polish_research_units_hs,HS,0.40410773804161787,0.1911400456080295,0.011652768868933077,0.74,Cl2,2
a881,polish_research_units_hs,HS,0.452571840374741,0.27630088889118715,0.005238400684199273,0.65,Cl3,3
a884,polish_research_units_hs,HS,0.22646608413656427,0.844007094582366,0.002245028864656831,0.75,Cl1,1
a890,polish_research_units_hs,HS,0.3406900279254121,0.645891399111626,0.003420996365191362,0.64,Cl2,2
a891,polish_research_units_hs,HS,0.42401585442752904,0.48691483915671685,0.004062433183664742,0.7,Cl3,3
a894,polish_research_units_hs,HS,0.3874425727411944,0.04206073831229607,0.0,0.15,Cl2,2
a896,polish_research_units_hs,HS,0.360057652463742,0.2920361761648922,0.0009621552277100704,0.73,Cl2,2
a902,polish_research_units_hs,HS,0.3328528961354833,0.08914249665179148,0.0,0.31,Cl1,1
a903,polish_research_units_hs,HS,0.3285289613548329,0.04515815437438918,0.0,0.2,Cl2,2
a914,polish_research_units_hs,HS,0.34087019187460593,0.08266326071556,0.003955527047252512,0.53,Cl2,2
a928,polish_research_units_hs,HS,0.2493469056841726,0.022095590706717617,0.00010690613641223006,0.3,Cl1,1
a929,polish_research_units_hs,HS,0.24682461039545983,0.018403512128529843,0.0006414368184733803,0.2,Cl1,1
a930,polish_research_units_hs,HS,0.17223673542924062,0.011893250321893405,0.0,0.1,Cl1,1
a931,polish_research_units_hs,HS,0.23727592108819023,0.03981653368633879,0.00042762454564892024,0.17,Cl1,1
a932,polish_research_units_hs,HS,0.2960994504999549,0.04933630492225434,0.0005345306820611503,0.21,Cl1,1
a933,polish_research_units_hs,HS,0.19160435996757047,0.0,0.0,0.0,Cl1,1
a934,polish_research_units_hs,HS,0.18205567066030087,0.014695920615139592,0.02341244387427838,0.15,Cl1,1
a935,polish_research_units_hs,HS,0.3838392937573191,0.08996468221752238,0.0,0.1,Cl2,2
a938,polish_research_units_hs,HS,0.16530042338528061,0.009824858961564119,0.002031216591832371,0.05,Cl1,1
a939,polish_research_units_hs,HS,0.29213584361769207,0.008035700434879283,0.0,0.17,Cl1,1
a940,polish_research_units_hs,HS,0.23628501936762453,0.019396339981487896,0.016035920461834507,0.17,Cl1,1
a943,polish_research_units_hs,HS,0.33303306008467704,0.030570824305666877,0.008124866367329484,0.66,Cl2,2
a945,polish_research_units_hs,HS,0.22160165750833258,0.005103755681612518,0.00042762454564892024,0.05,Cl1,1
a946,polish_research_units_hs,HS,0.25385100441401676,0.001034195680164644,0.0,0.05,Cl1,1
