alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a775,polish_research_units_nz,NZ,0.5970209017378073,0.1314928266770066,0.0637846439464262,0.64,Cl3,3
a777,polish_research_units_nz,NZ,0.6516377032113398,0.1527064753780535,0.011006497811961278,0.76,Cl3,3
a778,polish_research_units_nz,NZ,0.8086810282694001,0.013229934082977898,0.017106484551120543,0.31,Cl2,2
a779,polish_research_units_nz,NZ,0.5987827340434051,0.1664598681659558,0.014454316403659994,0.66,Cl2,2
a783,polish_research_units_nz,NZ,0.4045006807079362,0.09680496316401706,0.00026521681474605494,0.7,Cl1,1
a789,polish_research_units_nz,NZ,0.28341475134139504,0.04945327646374564,0.00026521681474605494,0.47,Cl1,1
a790,polish_research_units_nz,NZ,0.58228557700008,0.15426909654905002,0.0299695000663042,0.27,Cl1,1
a793,polish_research_units_nz,NZ,0.5616240890526146,0.05898797983714618,0.04177164832250365,0.71,Cl3,3
a796,polish_research_units_nz,NZ,0.39697285176583647,0.1295579682047305,0.02227821243866861,0.5,Cl2,2
a801,polish_research_units_nz,NZ,0.7650356370625451,0.23191547111283445,0.04243469035936879,0.63,Cl2,2
a806,polish_research_units_nz,NZ,0.6678145271081924,0.24759596742923612,0.020686911550192283,0.85,Cl3,3
a817,polish_research_units_nz,NZ,0.31472731640906537,0.0,0.0,0.06,Cl1,1
a821,polish_research_units_nz,NZ,0.5177384479859054,0.08652966265994572,0.012332581885691554,0.65,Cl1,1
a823,polish_research_units_nz,NZ,0.5740369984784176,0.13760759984490112,0.01922821906908898,0.81,Cl2,2
a836,polish_research_units_nz,NZ,0.6493953711860335,0.12816595579682047,0.05052380320912346,0.71,Cl3,3
a837,polish_research_units_nz,NZ,0.685753183310643,0.17401706087630867,0.01564779207001724,0.27,Cl2,2
a840,polish_research_units_nz,NZ,0.5283895251061104,0.2478557580457542,0.01790213499535871,0.78,Cl3,3
a842,polish_research_units_nz,NZ,0.6241691359013374,0.16304381543233812,0.035539053175971363,0.82,Cl2,2
a844,polish_research_units_nz,NZ,0.3823976936013454,0.13858084528887166,0.004243469035936879,0.2,Cl1,1
a847,polish_research_units_nz,NZ,0.6574837831344598,0.1166072120977123,0.014321707996286966,0.57,Cl2,2
a848,polish_research_units_nz,NZ,0.6178425562585089,0.16680496316401705,0.025062988993502188,0.84,Cl2,2
a862,polish_research_units_nz,NZ,0.7304396572435332,0.35955409073284217,0.042832515581487866,0.68,Cl2,2
a867,polish_research_units_nz,NZ,0.39224793785536954,0.14547499030632027,0.022012995623922556,0.59,Cl2,2
a868,polish_research_units_nz,NZ,0.6568431168415151,0.15280728964715004,0.019626044291208063,0.65,Cl3,3
a882,polish_research_units_nz,NZ,0.8754704893088812,0.2728227995347034,0.09547805330857977,0.93,Cl3,3
a887,polish_research_units_nz,NZ,0.7895411227676784,0.22105467235362544,0.013791274366794856,0.66,Cl2,2
a889,polish_research_units_nz,NZ,0.5878113237767278,0.1960411012020163,0.033815143880122,0.8,Cl3,3
a898,polish_research_units_nz,NZ,0.46824697685593014,0.011415277239240016,0.0019891261105954116,0.4,Cl2,2
a901,polish_research_units_nz,NZ,0.6377832946264115,0.04002326483132997,0.002519559740087522,0.15,Cl2,2
a905,polish_research_units_nz,NZ,0.5950989028589734,0.8619232260566111,0.012863015515183663,0.37,Cl3,3
a906,polish_research_units_nz,NZ,0.5693921678545687,0.2866149670414889,0.004641294258055961,0.73,Cl2,2
a907,polish_research_units_nz,NZ,0.6501161207655962,0.2617720046529663,0.01511735844052513,0.63,Cl3,3
a908,polish_research_units_nz,NZ,0.6056698966925602,0.14051958123303604,0.0018565177032223846,0.95,Cl3,3
a909,polish_research_units_nz,NZ,0.5456074317289981,0.2553354013183404,0.0074260708128895386,0.61,Cl2,2
a919,polish_research_units_nz,NZ,0.4626411467926644,0.10070569988367585,0.08778676568094418,0.36,Cl2,2
a922,polish_research_units_nz,NZ,0.7191479138303836,0.3219775106630477,0.11457366397029572,0.62,Cl3,3
a959,polish_research_units_nz,NZ,0.5791623288219748,0.014726638231872818,0.0057021615170401805,0.29,Cl2,2
a977,polish_research_units_nz,NZ,0.0,0.0,0.0,0.0,Cl1,1
a980,polish_research_units_nz,NZ,0.17962681188435972,0.001818534315626212,0.0,0.05,Cl1,1
a983,polish_research_units_nz,NZ,0.5437655161367823,0.006816595579682046,0.002386951332714494,0.27,Cl2,2
a984,polish_research_units_nz,NZ,0.5641066709377752,0.10721597518417991,0.010078238960350087,0.7,Cl2,2
a990,polish_research_units_nz,NZ,0.38455994234003366,0.19882900348972468,0.009680413738231005,0.45,Cl1,1
a991,polish_research_units_nz,NZ,0.4068230960198606,0.1963668088406359,0.02864341599257393,0.74,Cl1,1
